Search Keyword,Driving Distance,Travel Time, Latitude,Longitude,Actual Address,Place_name,Google review rating out of 5,No of Ratings,Phone No,Website,Google Map link
Psychiatric hospital,8.45 Miles,15 mins,27.1952782,-80.2587416,"Leever Mental Health Counseling 607 SW St Lucie Crescent, Stuart, FL 34994, USA",Leever Mental Health Counseling,Not available,0,(772) 872-6175,Not available,https://maps.google.com/?cid=8845912838707956368
Psychiatric hospital,13.24 Miles,25 mins,27.4372348,-80.3436358,"Treasure Coast Behavioral Healthcare Adult Unit 1860 N Lawnwood Cir, Fort Pierce, FL 34950, USA",Treasure Coast Behavioral Healthcare Adult Unit,3,4,(772) 466-1500,http://lawnwoodmed.com/service/behavioral-health,https://maps.google.com/?cid=6811266043500473272
Psychiatric hospital,28.77 Miles,48 mins,27.6615509,-80.3960327,"Dr. Richard Dreize 1190 37th St, Vero Beach, FL 32960, USA",Dr. Richard Dreize,Not available,0,(772) 563-4666,https://www.indianrivermedicalcenter.com/,https://maps.google.com/?cid=14553305819007982833
Psychiatric hospital,11.5 Miles,21 mins,27.415257,-80.3268023,"New Horizons of the Treasure 404 Ixoria Ave, Fort Pierce, FL 34982, USA",New Horizons of the Treasure,2.8,5,(772) 468-3910,http://www.nhtcinc.org/,https://maps.google.com/?cid=7828345268655399762
Psychiatric hospital,28.71 Miles,47 mins,27.661687,-80.390028,"Mental Health Association 820 37th Pl, Vero Beach, FL 32960, USA",Mental Health Association,3.8,5,(772) 569-9788,http://www.mhairc.org/,https://maps.google.com/?cid=12453141886652233074
Psychiatric hospital,28.71 Miles,47 mins,27.6612652,-80.3902078,"UF Health Center for Psychiatry and Addiction Medicine ? Vero Beach 840 37th Pl, Vero Beach, FL 32960, USA",UF Health Center for Psychiatry and Addiction Medicine ? Vero Beach,3.1,5,(772) 794-0179,https://ufhealth.org/uf-health-center-psychiatry-and-addiction-vero-beach,https://maps.google.com/?cid=2236001872999401358
Psychiatric hospital,9.38 Miles,17 mins,27.1864636,-80.245868,"Restore Hope, LLC 1320 SE Federal Hwy, Stuart, FL 34994, USA","Restore Hope, LLC",Not available,0,(772) 222-5637,https://www.restorehopefla.com/?utm_source=gmb_auth,https://maps.google.com/?cid=7258999600924055198
Psychiatric hospital,33.49 Miles,54 mins,26.892547,-80.060545,"Laura DeLuca, MD 790 Juno Ocean Walk, Juno Beach, FL 33408, USA","Laura DeLuca, MD",Not available,0,(561) 333-8884,http://advancedmentalhealth.com/?utm_source=gmb_auth,https://maps.google.com/?cid=8315632454042532114
Psychiatric hospital,30.14 Miles,49 mins,26.9403151,-80.0771671,"New Life Behavioral Health 725 North Highway A1A b106, Jupiter, FL 33477, USA",New Life Behavioral Health,5,2,(561) 277-9281,http://www.newlifebehavioralhealth.com/,https://maps.google.com/?cid=546285001022135822
Psychiatric hospital,13.92 Miles,20 mins,28.229104,-80.7036615,"Atlantic Psychiatric Center 1351 Bedford Dr, Melbourne, FL 32940, USA",Atlantic Psychiatric Center,1.8,5,(321) 757-6799,http://www.atlanticpsych.com/,https://maps.google.com/?cid=9034487423589943472
Psychiatric hospital,23.3 Miles,33 mins,28.3568335,-80.7251944,"Atlantic Psychiatric Centers 90 Delannoy Ave, Cocoa, FL 32922, USA",Atlantic Psychiatric Centers,3,4,(321) 638-0027,http://www.atlanticpsych.com/,https://maps.google.com/?cid=16750665669364119830
Psychiatric hospital,4.1 Miles,12 mins,28.0897484,-80.6159064,"Circles of Care 400 E Sheridan Rd, Melbourne, FL 32901, USA",Circles of Care,1.9,5,(321) 722-5200,https://www.circlesofcare.org/current1/home-page.html,https://maps.google.com/?cid=1868758031415544088
Psychiatric hospital,42.56 Miles,53 mins,27.6611122,-80.3963863,"Behavioral Health Center at IRMC 1190 37th St, Vero Beach, FL 32960, USA",Behavioral Health Center at IRMC,1.8,5,(772) 563-4666,https://www.indianrivermedicalcenter.com/service/behavioral/,https://maps.google.com/?cid=4211982534874918290
Psychiatric hospital,3.98 Miles,12 mins,28.0775449,-80.607094,"Advanced Medical - Center for Pain Relief, Detoxification and Psychiatry 2012 Vernon Pl, Melbourne, FL 32901, USA","Advanced Medical - Center for Pain Relief, Detoxification and Psychiatry",4.9,5,(321) 951-9300,https://cprx.net/,https://maps.google.com/?cid=10243551160111562304
Psychiatric hospital,44.49 Miles,52 mins,27.6288568,-80.3960209,"Suncoast Mental Health Center 1456 Old Dixie Hwy, Vero Beach, FL 32960, USA",Suncoast Mental Health Center,1,1,(772) 564-8616,Not available,https://maps.google.com/?cid=13431378341909313757
Psychiatric hospital,42.87 Miles,54 mins,27.6615509,-80.3960327,"Dr. Richard Dreize 1190 37th St, Vero Beach, FL 32960, USA",Dr. Richard Dreize,Not available,0,(772) 563-4666,https://www.indianrivermedicalcenter.com/,https://maps.google.com/?cid=14553305819007982833
Psychiatric hospital,4.47 Miles,12 mins,28.128086,-80.662316,"Behavioral Medicine & Psychotherapy 2401 W Eau Gallie Blvd, Melbourne, FL 32935, USA",Behavioral Medicine & Psychotherapy,4,4,(321) 327-5952,Not available,https://maps.google.com/?cid=4989671767063642497
Psychiatric hospital,12.99 Miles,20 mins,28.1981488,-80.67052,"Adult & Child Counseling & Psychiatric Center 5545 N Wickham Rd, Melbourne, FL 32940, USA",Adult & Child Counseling & Psychiatric Center,3.2,5,(321) 779-9838,Not available,https://maps.google.com/?cid=13746576792846629351
Psychiatric hospital,6.96 Miles,16 mins,28.0328448,-80.6081649,"Atlantic Psychiatric Center 2123 Franklin Dr NE, Palm Bay, FL 32905, USA",Atlantic Psychiatric Center,3.1,5,(321) 724-1614,http://www.atlanticpsych.com/,https://maps.google.com/?cid=15208827789329749265
Psychiatric hospital,6.4 Miles,16 mins,28.0899201,-80.568976,"Annette P. Soldini, MS LMHC Counseling Services 201 6th Ave, Indialantic, FL 32903, USA","Annette P. Soldini, MS LMHC Counseling Services",5,2,(321) 795-8355,http://annette-p-soldini-ms-lmhc.business.site/,https://maps.google.com/?cid=507288004513742995
Psychiatric hospital,15.6 Miles,23 mins,28.2285103,-80.6797973,"Siebold Robin 33 Suntree Pl, Melbourne, FL 32940, USA",Siebold Robin,1,1,(321) 254-0233,Not available,https://maps.google.com/?cid=13594035937461607069
Psychiatric hospital,43.0 Miles,54 mins,27.6612652,-80.3902078,"UF Health Center for Psychiatry and Addiction Medicine ? Vero Beach 840 37th Pl, Vero Beach, FL 32960, USA",UF Health Center for Psychiatry and Addiction Medicine ? Vero Beach,3.1,5,(772) 794-0179,https://ufhealth.org/uf-health-center-psychiatry-and-addiction-vero-beach,https://maps.google.com/?cid=2236001872999401358
Psychiatric hospital,43.0 Miles,54 mins,27.661687,-80.390028,"Mental Health Association 820 37th Pl, Vero Beach, FL 32960, USA",Mental Health Association,3.8,5,(772) 569-9788,http://www.mhairc.org/,https://maps.google.com/?cid=12453141886652233074
Psychiatric hospital,5.47 Miles,15 mins,28.129236,-80.646112,"Kirsten Grodzki, M.Ed, Ed.S, NCC, LMHC 1600 W Eau Gallie Blvd, Melbourne, FL 32935, USA","Kirsten Grodzki, M.Ed, Ed.S, NCC, LMHC",Not available,0,(321) 345-9549,http://www.kgcounselingservices.com/,https://maps.google.com/?cid=7536366496403839354
Psychiatric hospital,22.25 Miles,30 mins,28.336796,-80.7267554,"Melinda L Poole Cap & Lmhc 1311 US-1, Rockledge, FL 32955, USA",Melinda L Poole Cap & Lmhc,1,1,(321) 632-7337,Not available,https://maps.google.com/?cid=17790112577868957764
Psychiatric hospital,5.47 Miles,15 mins,28.129236,-80.646112,"ACF Therapy Associates 1600 W Eau Gallie Blvd, Melbourne, FL 32935, USA",ACF Therapy Associates,3.3,4,(321) 514-4668,http://www.acftherapyassociates.com/,https://maps.google.com/?cid=17190727197068649429
Psychiatric hospital,3.79 Miles,11 mins,28.0857473,-80.6169509,"Coastal Psychiatric Urgent Care 1428 Valentine St, Melbourne, FL 32901, USA",Coastal Psychiatric Urgent Care,3.3,5,(321) 586-5444,http://www.coastalpsych.org/,https://maps.google.com/?cid=1175133977504956848
Psychiatric hospital,4.16 Miles,11 mins,28.0975162,-80.6213926,"Quality Medical Care 675 S Babcock St, Melbourne, FL 32901, USA",Quality Medical Care,3.4,5,(321) 951-1010,http://www.qualitymedicalcare.net/,https://maps.google.com/?cid=2554999806578920269
Psychiatric hospital,6.03 Miles,14 mins,28.109722,-80.618356,"DR. JULIUS NATURAL MEDICINE & ACUPUNCTURE 152 N Harbor City Blvd, Melbourne, FL 32935, USA",DR. JULIUS NATURAL MEDICINE & ACUPUNCTURE,5,5,(321) 507-6887,http://www.juliusacupuncture.com/,https://maps.google.com/?cid=15053398358026132273
Psychiatric hospital,5.22 Miles,14 mins,28.0978513,-80.6111395,"First Choice Medical Group Physical Therapy 709 S Harbor City Blvd, Melbourne, FL 32901, USA",First Choice Medical Group Physical Therapy,4.8,5,(321) 802-5810,http://www.myfirstchoicept.com/,https://maps.google.com/?cid=4041263716428008850
Psychiatric hospital,29.76 Miles,52 mins,27.297306,-80.271333,"Port St. Lucie Hospital 2550 SE Walton Rd, Port St. Lucie, FL 34952, USA",Port St. Lucie Hospital,2.9,5,(772) 335-0400,https://www.portstluciehospitalinc.com/,https://maps.google.com/?cid=11260138103552968296
Psychiatric hospital,36.97 Miles,47 mins,27.2045509,-80.4828496,"Treasure Coast Forensic Treatment Center 96 SW Allapatah Rd, Indiantown, FL 34956, USA",Treasure Coast Forensic Treatment Center,2.3,5,(772) 597-9400,http://www.correctcarers.com/tcftc/,https://maps.google.com/?cid=10999778658276844849
Psychiatric hospital,4.47 Miles,12 mins,27.6611122,-80.3963863,"Behavioral Health Center at IRMC 1190 37th St, Vero Beach, FL 32960, USA",Behavioral Health Center at IRMC,1.8,5,(772) 563-4666,https://www.indianrivermedicalcenter.com/service/behavioral/,https://maps.google.com/?cid=4211982534874918290
Psychiatric hospital,21.19 Miles,34 mins,27.4372348,-80.3436358,"Treasure Coast Behavioral Healthcare Adult Unit 1860 N Lawnwood Cir, Fort Pierce, FL 34950, USA",Treasure Coast Behavioral Healthcare Adult Unit,3,4,(772) 466-1500,http://lawnwoodmed.com/service/behavioral-health,https://maps.google.com/?cid=6811266043500473272
Psychiatric hospital,40.7 Miles,1 hour 0 mins,27.1952782,-80.2587416,"Leever Mental Health Counseling 607 SW St Lucie Crescent, Stuart, FL 34994, USA",Leever Mental Health Counseling,Not available,0,(772) 872-6175,Not available,https://maps.google.com/?cid=8845912838707956368
Psychiatric hospital,3.48 Miles,9 mins,27.6288568,-80.3960209,"Suncoast Mental Health Center 1456 Old Dixie Hwy, Vero Beach, FL 32960, USA",Suncoast Mental Health Center,1,1,(772) 564-8616,Not available,https://maps.google.com/?cid=13431378341909313757
Psychiatric hospital,4.78 Miles,13 mins,27.6615509,-80.3960327,"Dr. Richard Dreize 1190 37th St, Vero Beach, FL 32960, USA",Dr. Richard Dreize,Not available,0,(772) 563-4666,https://www.indianrivermedicalcenter.com/,https://maps.google.com/?cid=14553305819007982833
Psychiatric hospital,39.39 Miles,57 mins,27.2155192,-80.2623112,"Suncoast Mental Health Center 850 NW Federal Hwy, Stuart, FL 34994, USA",Suncoast Mental Health Center,1,2,(772) 221-8585,Not available,https://maps.google.com/?cid=11138336191273116763
Psychiatric hospital,35.23 Miles,41 mins,28.0328448,-80.6081649,"Atlantic Psychiatric Center 2123 Franklin Dr NE, Palm Bay, FL 32905, USA",Atlantic Psychiatric Center,3.1,5,(321) 724-1614,http://www.atlanticpsych.com/,https://maps.google.com/?cid=15208827789329749265
Psychiatric hospital,4.91 Miles,13 mins,27.661687,-80.390028,"Mental Health Association 820 37th Pl, Vero Beach, FL 32960, USA",Mental Health Association,3.8,5,(772) 569-9788,http://www.mhairc.org/,https://maps.google.com/?cid=12453141886652233074
Psychiatric hospital,4.91 Miles,13 mins,27.6612652,-80.3902078,"UF Health Center for Psychiatry and Addiction Medicine ? Vero Beach 840 37th Pl, Vero Beach, FL 32960, USA",UF Health Center for Psychiatry and Addiction Medicine ? Vero Beach,3.1,5,(772) 794-0179,https://ufhealth.org/uf-health-center-psychiatry-and-addiction-vero-beach,https://maps.google.com/?cid=2236001872999401358
Psychiatric hospital,38.15 Miles,48 mins,28.0775449,-80.607094,"Advanced Medical - Center for Pain Relief, Detoxification and Psychiatry 2012 Vernon Pl, Melbourne, FL 32901, USA","Advanced Medical - Center for Pain Relief, Detoxification and Psychiatry",4.9,5,(321) 951-9300,https://cprx.net/,https://maps.google.com/?cid=10243551160111562304
Psychiatric hospital,19.7 Miles,36 mins,27.415257,-80.3268023,"New Horizons of the Treasure 404 Ixoria Ave, Fort Pierce, FL 34982, USA",New Horizons of the Treasure,2.8,5,(772) 468-3910,http://www.nhtcinc.org/,https://maps.google.com/?cid=7828345268655399762
Psychiatric hospital,45.73 Miles,1 hour 1 min,27.1939021,-80.2228561,"Riverview Community Mental Health Center 865 SE Monterey Commons Blvd, Stuart, FL 34996, USA",Riverview Community Mental Health Center,3.2,5,(772) 266-4713,https://www.riverviewcmhc.org/,https://maps.google.com/?cid=7274216638110108066
Psychiatric hospital,44.43 Miles,58 mins,27.1864636,-80.245868,"Restore Hope, LLC 1320 SE Federal Hwy, Stuart, FL 34994, USA","Restore Hope, LLC",Not available,0,(772) 222-5637,https://www.restorehopefla.com/?utm_source=gmb_auth,https://maps.google.com/?cid=7258999600924055198
Psychiatric hospital,33.37 Miles,59 mins,27.2447815,-80.2326729,"Tribe Intensive Outpatient 1475 NE Jensen Beach Blvd, Jensen Beach, FL 34957, USA",Tribe Intensive Outpatient,5,3,(772) 208-5425,http://tribeintensive.com/,https://maps.google.com/?cid=12977458374540927015
Psychiatric hospital,31.25 Miles,42 mins,27.2731267,-80.3502106,"Drug, Alcohol Detox Center - Unity Behavioral Health 2325 SW Cary St, Port St. Lucie, FL 34984, USA","Drug, Alcohol Detox Center - Unity Behavioral Health",4.7,5,(561) 536-7158,https://www.unityrehab.com/,https://maps.google.com/?cid=4045473004948474943
Psychiatric hospital,38.15 Miles,48 mins,28.0857473,-80.6169509,"Coastal Psychiatric Urgent Care 1428 Valentine St, Melbourne, FL 32901, USA",Coastal Psychiatric Urgent Care,3.3,5,(321) 586-5444,http://www.coastalpsych.org/,https://maps.google.com/?cid=1175133977504956848
